parameter_id,ESLIM_011_001_002
gene_accession_id,MGI:105072
pvalue,0.9585159
mouse_strain,C57BL
analysis_id,478y2ytb72yfc0y
mouse_life_stage,Early adult
gene_symbol,Rab22a
parameter_name,PP1 startle magnitude
