parameter_name,Lean/Body weight
analysis_id,36579h36g333793
pvalue,0.9425147
gene_accession_id,MGI:87968
parameter_id,IMPC_DXA_008_001
mouse_life_stage,E12.5
gene_symbol,Ahcy
mouse_strain,C57BL
