gene_symbol,Tiprl
analysis_id,d3d46tweyife929
gene_accession_id,MGI:1915087
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_name,KLRG1+ Treg cells - % of CD45+
parameter_id,MGP_MLN_072_001
pvalue,0.3670396
