gene_symbol,Atrn
pvalue,0.4038004
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_028_001
gene_accession_id,MGI:1341628
parameter_name,Forebrain
mouse_strain,C57BL
analysis_id,q0e097pvbc4hr27
