gene_symbol,Ints7
parameter_name,Resting CD8+ T cells - % of CD45+
mouse_life_stage,E9.5
gene_accession_id,MGI:1924315
analysis_id,r9lbs36ap2mqt35
pvalue,0.379728
parameter_id,MGP_IMM_082_001
mouse_strain,C57BL
