gene_symbol,Arpc2
pvalue,0.9755486
mouse_strain,C57BL
parameter_name,ST
analysis_id,210s8sm8344o65d
parameter_id,IMPC_ECG_008_001
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
