gene_symbol,Dnajc6
analysis_id,1xj8bspazr4e893
mouse_strain,C57BL
pvalue,0.1294608
parameter_name,Total CD4+ T cells - % of ab T cells
gene_accession_id,MGI:1919935
mouse_life_stage,Early adult
parameter_id,MGP_IMM_004_001
