gene_symbol,Jun
parameter_id,IMPC_OFD_017_001
pvalue,0.5746705
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Center average speed
analysis_id,8j02ka3wh0363z0
gene_accession_id,MGI:96646
