gene_symbol,Dmap1
mouse_life_stage,E9.5
analysis_id,ea7p7girgd7rrgr
mouse_strain,C57BL
parameter_name,Total food intake
gene_accession_id,MGI:1913483
parameter_id,IMPC_CAL_008_001
pvalue,0.4905635
