parameter_name,12kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_006_001
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.2928135
analysis_id,58ha555usw87l5j
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
