gene_symbol,Cdin1
mouse_strain,C57BL
parameter_name,Center average speed
mouse_life_stage,E9.5
analysis_id,001029b59k5t05g
gene_accession_id,MGI:3026886
pvalue,0.6113624
parameter_id,JAX_OFD_017_001
