parameter_id,JAX_OFD_012_001
mouse_strain,C57BL
analysis_id,1i2cw3t63954wk0
parameter_name,Periphery permanence time
mouse_life_stage,Early adult
pvalue,0.5403773
gene_symbol,Ift74
gene_accession_id,MGI:1914944
