gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
pvalue,0.7181631
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Time mobile dark side
analysis_id,8pf89selwg1h31n
parameter_id,JAX_LDT_005_001
