gene_symbol,Snap23
analysis_id,ble41z6o4g6rgh3
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
pvalue,0.6196682
parameter_id,ESLIM_007_001_015
mouse_strain,C57BL
parameter_name,Number of centre entries
