gene_symbol,Ahcy
gene_accession_id,MGI:87968
pvalue,0.07618839
parameter_name,Clavicle
mouse_life_stage,E12.5
parameter_id,IMPC_XRY_007_001
mouse_strain,C57BL
analysis_id,1cyq2441cnsz78m
