gene_symbol,Lpgat1
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,IMPC_CSD_007_001
pvalue,0.5488798
gene_accession_id,MGI:2446186
analysis_id,hex6u4qo9d6m6g6
parameter_name,Coat - color - abdomen
