gene_symbol,Ahcy
mouse_strain,C57BL
pvalue,0.3550737
parameter_id,ESLIM_011_001_006
analysis_id,7c9dij9u60m4l60
gene_accession_id,MGI:87968
parameter_name,110dB startle magnitude
mouse_life_stage,E9.5
