parameter_id,MGP_CSD_067_001
gene_symbol,Atrn
mouse_strain,C57BL
parameter_name,Snout size
gene_accession_id,MGI:1341628
analysis_id,9468n67ymt8968q
mouse_life_stage,Early adult
pvalue,0.8167938
