parameter_id,IMPC_EYE_004_001
analysis_id,mgx4e51ro92omln
mouse_life_stage,Early adult
pvalue,0.5782208
parameter_name,Eyelid morphology
mouse_strain,C57BL
gene_accession_id,MGI:104640
gene_symbol,Rab17
