parameter_id,JAX_SLW_013_001
pvalue,0.1824379
analysis_id,r9052pu77j90gc9
gene_accession_id,MGI:2140475
gene_symbol,AU040320
mouse_strain,C57BL
parameter_name,Breath rate during sleep mean
mouse_life_stage,Late adult
