mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.264976
parameter_name,Limb grasp
gene_accession_id,MGI:3046938
gene_symbol,Hrnr
analysis_id,13i040zdl6595tx
parameter_id,JAXLA_CSD_039_001
