mouse_life_stage,E15.5
pvalue,0.1690819
parameter_name,Limb coat/hair presence
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
mouse_strain,C57BL
parameter_id,MGP_CSD_030_001
analysis_id,6k54bnmj5dujaw1
