mouse_strain,129SV
gene_accession_id,MGI:104848
parameter_id,IMPC_IMM_050_001
mouse_life_stage,Early adult
gene_symbol,Inpp1
pvalue,0.6146727
parameter_name,Neutrophils
analysis_id,7e5o916hw7343co
