parameter_id,IMPC_GEL_027_001
mouse_strain,C57BL
parameter_name,Neural tube closure
pvalue,0.7451074
analysis_id,66h5295zw5e1t37
gene_accession_id,MGI:88174
gene_symbol,Bmi1
mouse_life_stage,Early adult
