gene_symbol,Bcs1l
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,HRWLLA_GRS_010_001
pvalue,0.5331219
gene_accession_id,MGI:1914071
parameter_name,Forelimb grip strength normalised against body weight
analysis_id,4fn6634a0cuad73
