parameter_name,Phosphorus
parameter_id,IMPC_CBC_010_001
analysis_id,57r849uftsi43z7
gene_symbol,Atg4c
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2651854
pvalue,0.5647541
