gene_symbol,Mecom
gene_accession_id,MGI:95457
mouse_strain,C3H
pvalue,0.4067879
parameter_name,Fat mass
parameter_id,IMPC_DXA_002_001
mouse_life_stage,Early adult
analysis_id,u82gi27v30d07vb
