gene_symbol,Arpc2
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_006
gene_accession_id,MGI:1923959
analysis_id,xtw475lzfs97281
pvalue,1.214263
mouse_strain,C57BL
parameter_name,110dB startle magnitude
