parameter_id,IMPC_GEL_060_001
pvalue,0.5033062
mouse_strain,C57BL
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
analysis_id,f0fd1ro9985v3qn
mouse_life_stage,Middle aged adult
parameter_name,Neural tube morphology
