parameter_id,IMPC_ECH_001_001
analysis_id,69m94oa2b0rwguo
mouse_strain,C57BL
gene_accession_id,MGI:1338032
mouse_life_stage,Early adult
pvalue,0.6439938
parameter_name,End-Systolic Diameter
gene_symbol,Sema6c
