parameter_id,HMGULA_CBC_003_001
analysis_id,ropw346phaox797
mouse_life_stage,Early adult
parameter_name,Chloride
pvalue,0.7247958
gene_accession_id,MGI:1309468
gene_symbol,Casq1
mouse_strain,C57BL
