parameter_id,IMPC_CSD_070_001
analysis_id,53vuni87xg1yxi4
mouse_life_stage,Early adult
parameter_name,Lower teeth appearance
gene_symbol,Maco1
gene_accession_id,MGI:1913396
pvalue,0.4509347
mouse_strain,C57BL
