gene_accession_id,MGI:1919949
gene_symbol,Lime1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,HMGULA_SHI_009_001
pvalue,0.1027984
parameter_name,Startle response
analysis_id,s2255vu3q915h0z
