gene_symbol,Hpca
gene_accession_id,MGI:1336200
mouse_strain,C57BL
pvalue,0.1869123
parameter_id,HMGULA_CBC_005_001
parameter_name,Creatinine
mouse_life_stage,Late adult
analysis_id,iy7c85oy9528450
