gene_symbol,Ddx27
parameter_name,Follicular B cells - % of B2 cells
analysis_id,g7f8xn63ii7u8cf
parameter_id,MGP_IMM_048_001
mouse_life_stage,Early adult
pvalue,0.9386256
gene_accession_id,MGI:2385884
mouse_strain,129SV
