parameter_name,Center average speed
gene_accession_id,MGI:109585
gene_symbol,Pld1
parameter_id,JAXLA_OFD_017_001
pvalue,0.1354743
analysis_id,12m0tg551sv2273
mouse_strain,C57BL
mouse_life_stage,Early adult
