gene_symbol,Arpc5l
pvalue,0.3637253
parameter_name,Contact righting
mouse_strain,C57BL
gene_accession_id,MGI:1921442
mouse_life_stage,Early adult
analysis_id,u8ggtzhq7c22wb1
parameter_id,JAXLA_CSD_077_001
