parameter_id,IMPC_ECH_003_001
pvalue,0.3217684
gene_symbol,Extl1
gene_accession_id,MGI:1888742
mouse_life_stage,Early adult
parameter_name,Stroke Volume
analysis_id,on0f9oc05gj78n9
mouse_strain,C57BL
