parameter_id,M-G-P_014_001_001
mouse_strain,C57BL
gene_symbol,Fgb
pvalue,0.6268873
analysis_id,gcr8kmy8x0c1617
mouse_life_stage,E15.5
gene_accession_id,MGI:99501
parameter_name,Eye
