parameter_id,IMPC_IMM_055_001
parameter_name,NK Subsets (Q2)
mouse_strain,C57BL
pvalue,0.3648013
mouse_life_stage,Early adult
gene_accession_id,MGI:1888742
analysis_id,a07eg8f8q1sb4pc
gene_symbol,Extl1
