gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
parameter_id,IMPC_HEM_030_001
analysis_id,078k33r8hh04n0i
parameter_name,Neutrophil cell count
pvalue,0.8352452
mouse_life_stage,Early adult
mouse_strain,C57BL
