parameter_name,Percent time in light
mouse_life_stage,Early adult
analysis_id,6m9fp1w11n062q2
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
parameter_id,IMPC_LDT_008_001
mouse_strain,129SV
pvalue,0.8882747
