gene_symbol,Tbl1xr1
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8233073
parameter_id,JAXLA_CSD_022_001
analysis_id,99z7a7yvh85k4j2
gene_accession_id,MGI:2441730
parameter_name,Hindlimbs - size
