parameter_id,IMPC_HEM_008_001
gene_symbol,Hpca
analysis_id,ay3778kjx6gjz13
gene_accession_id,MGI:1336200
parameter_name,Platelet count
pvalue,0.8083149
mouse_strain,C57BL
mouse_life_stage,Early adult
