gene_symbol,Fgb
parameter_name,Total NK cells - % of CD45+
analysis_id,1m54jfn8p8d8sv1
mouse_strain,C57BL
gene_accession_id,MGI:99501
mouse_life_stage,E12.5
parameter_id,MGP_MLN_031_001
pvalue,0.5131784
