gene_symbol,Zyg11b
analysis_id,c4na151j9m4q16l
gene_accession_id,MGI:2685277
parameter_id,IMPC_ABR_012_001
mouse_life_stage,E18.5
mouse_strain,C57BL
pvalue,0.5312108
parameter_name,30kHz-evoked ABR Threshold
