gene_symbol,Bmi1
pvalue,0.7798096
parameter_id,IMPC_CSD_078_001
parameter_name,Vocalization
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
analysis_id,0c829m8f693bmj4
mouse_strain,C57BL
