mouse_life_stage,Late adult
parameter_id,IMPC_DXA_008_001
analysis_id,61hx4uwa2s21ftq
gene_symbol,Slc30a4
mouse_strain,C57BL
gene_accession_id,MGI:1345282
pvalue,0.07199095
parameter_name,Lean/Body weight
