gene_symbol,Zmynd8
parameter_id,ICS_FEA_019_001
pvalue,0.6407485
parameter_name,% Freezing duration pre-cue-2
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,7qjku8yzl2408c9
