parameter_id,M-G-P_016_001_005
parameter_name,Mean-cell-volume
gene_symbol,Mov10
analysis_id,592x5q4oa5vvxkv
mouse_strain,C57BL
pvalue,0.8961456
gene_accession_id,MGI:97054
mouse_life_stage,Early adult
