parameter_id,IMPC_IMM_004_001
gene_accession_id,MGI:1860103
analysis_id,14x947elmom7o25
parameter_name,NKT cells (panel A)
gene_symbol,Slc2a8
pvalue,0.2286243
mouse_life_stage,Early adult
mouse_strain,C57BL
