gene_symbol,Nucks1
analysis_id,565s1n0k97jd41q
parameter_id,MGP_PBI_034_001
gene_accession_id,MGI:1934811
pvalue,0.293076
mouse_life_stage,Middle aged adult
parameter_name,B cell number
mouse_strain,C57BL
