gene_symbol,Sass6
gene_accession_id,MGI:1920026
mouse_strain,C57BL
parameter_id,MGP_MLN_013_001
mouse_life_stage,E9.5
pvalue,0.2863602
parameter_name,Effector CD8+ T cells - % of CD8+
analysis_id,79138q738nba69n
