gene_symbol,Fgb
mouse_strain,C57BL
parameter_id,IMPC_OFD_020_001
mouse_life_stage,E15.5
gene_accession_id,MGI:99501
parameter_name,Distance travelled - total
analysis_id,fn4ophe459004l1
pvalue,0.3362757
