gene_symbol,Cntfr
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:99605
pvalue,0.4638691
parameter_id,MGP_PBI_035_001
analysis_id,452jwvg05t10k5x
parameter_name,IgD+ mature B cell number
