gene_symbol,Ubxn4
gene_accession_id,MGI:1915062
parameter_id,MGP_PBI_010_001
pvalue,0.3099724
analysis_id,4s3495j89u872bh
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
