gene_symbol,Grem2
gene_accession_id,MGI:1344367
mouse_life_stage,E18.5
analysis_id,k41q14al85xwn10
parameter_id,IMPC_CSD_008_001
parameter_name,Coat - color pattern - back
pvalue,0.7021543
mouse_strain,C57BL
