parameter_name,Body weight
pvalue,0.91392
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_009_001_003
gene_accession_id,MGI:1914256
analysis_id,498gnd411o3g230
gene_symbol,Cisd2
