parameter_name,Distance travelled - total
mouse_strain,C57BL
analysis_id,61553m63033j5jl
pvalue,0.6606214
gene_symbol,Nanp
gene_accession_id,MGI:1914561
mouse_life_stage,E18.5
parameter_id,JAXLA_OFD_020_001
