gene_symbol,Ddx27
mouse_life_stage,Early adult
parameter_id,MGP_PBI_040_001
analysis_id,k67o96er7y5c8lr
pvalue,0.4790233
mouse_strain,C57BL
gene_accession_id,MGI:2385884
parameter_name,Eosinophil number
