parameter_id,IMPC_ECG_005_001
mouse_strain,C57BL
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
mouse_life_stage,Early adult
analysis_id,4qwjqs6hbn43c9q
parameter_name,PQ
pvalue,0.1113814
