parameter_id,M-G-P_016_001_006
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Mean-corpuscular-haemoglobin
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
analysis_id,x28hzep6vun71qy
pvalue,0.2491631
