mouse_life_stage,Late adult
analysis_id,caghrc9h39k0bfu
gene_accession_id,MGI:2446186
parameter_id,MGP_IMM_015_001
pvalue,0.2127388
gene_symbol,Lpgat1
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
