gene_symbol,Inpp1
analysis_id,0y3sx319c8727uv
mouse_life_stage,Early adult
parameter_name,Retinal Blood Vessels Pattern
gene_accession_id,MGI:104848
pvalue,0.7172539
mouse_strain,C57BL
parameter_id,IMPC_EYE_026_001
